"target","location","forecast_date","target_end_date","quantile","value","type"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.5,11,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.5,11,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.5,11,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.5,11,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.5,11,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.5,11,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.5,11,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.5,11,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.5,11,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.5,11,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.5,11,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.5,11,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.5,11,"quantile"
"22 day ahead inc hosp","02",2022-08-22,2022-09-13,0.5,11,"quantile"
"23 day ahead inc hosp","02",2022-08-22,2022-09-14,0.5,11,"quantile"
"24 day ahead inc hosp","02",2022-08-22,2022-09-15,0.5,11,"quantile"
"25 day ahead inc hosp","02",2022-08-22,2022-09-16,0.5,11,"quantile"
"26 day ahead inc hosp","02",2022-08-22,2022-09-17,0.5,11,"quantile"
"27 day ahead inc hosp","02",2022-08-22,2022-09-18,0.5,11,"quantile"
"28 day ahead inc hosp","02",2022-08-22,2022-09-19,0.5,11,"quantile"
"29 day ahead inc hosp","02",2022-08-22,2022-09-20,0.5,11,"quantile"
"30 day ahead inc hosp","02",2022-08-22,2022-09-21,0.5,11,"quantile"
"1 day ahead inc hosp","02",2022-08-22,2022-08-23,0.55,11,"quantile"
"2 day ahead inc hosp","02",2022-08-22,2022-08-24,0.55,11,"quantile"
"3 day ahead inc hosp","02",2022-08-22,2022-08-25,0.55,11,"quantile"
"4 day ahead inc hosp","02",2022-08-22,2022-08-26,0.55,11,"quantile"
"5 day ahead inc hosp","02",2022-08-22,2022-08-27,0.55,11.45,"quantile"
"6 day ahead inc hosp","02",2022-08-22,2022-08-28,0.55,12,"quantile"
"7 day ahead inc hosp","02",2022-08-22,2022-08-29,0.55,12,"quantile"
"8 day ahead inc hosp","02",2022-08-22,2022-08-30,0.55,12,"quantile"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.55,12,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.55,12,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.55,12,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.55,12,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.55,12,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.55,12,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.55,12,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.55,12,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.55,12,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.55,12,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.55,12,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.55,12,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.55,12,"quantile"
"22 day ahead inc hosp","02",2022-08-22,2022-09-13,0.55,12,"quantile"
"23 day ahead inc hosp","02",2022-08-22,2022-09-14,0.55,12,"quantile"
"24 day ahead inc hosp","02",2022-08-22,2022-09-15,0.55,12,"quantile"
"25 day ahead inc hosp","02",2022-08-22,2022-09-16,0.55,12,"quantile"
"26 day ahead inc hosp","02",2022-08-22,2022-09-17,0.55,12,"quantile"
"27 day ahead inc hosp","02",2022-08-22,2022-09-18,0.55,12,"quantile"
"28 day ahead inc hosp","02",2022-08-22,2022-09-19,0.55,12,"quantile"
"29 day ahead inc hosp","02",2022-08-22,2022-09-20,0.55,12,"quantile"
"30 day ahead inc hosp","02",2022-08-22,2022-09-21,0.55,12,"quantile"
"1 day ahead inc hosp","02",2022-08-22,2022-08-23,0.6,12,"quantile"
"2 day ahead inc hosp","02",2022-08-22,2022-08-24,0.6,12,"quantile"
"3 day ahead inc hosp","02",2022-08-22,2022-08-25,0.6,12,"quantile"
"4 day ahead inc hosp","02",2022-08-22,2022-08-26,0.6,12,"quantile"
"5 day ahead inc hosp","02",2022-08-22,2022-08-27,0.6,12,"quantile"
"6 day ahead inc hosp","02",2022-08-22,2022-08-28,0.6,12,"quantile"
"7 day ahead inc hosp","02",2022-08-22,2022-08-29,0.6,13,"quantile"
"8 day ahead inc hosp","02",2022-08-22,2022-08-30,0.6,12,"quantile"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.6,13,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.6,13,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.6,12,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.6,13,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.6,13,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.6,13,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.6,13,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.6,13,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.6,13,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.6,12,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.6,13,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.6,13,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.6,13,"quantile"
"22 day ahead inc hosp","02",2022-08-22,2022-09-13,0.6,13,"quantile"
"23 day ahead inc hosp","02",2022-08-22,2022-09-14,0.6,13,"quantile"
"24 day ahead inc hosp","02",2022-08-22,2022-09-15,0.6,13,"quantile"
"25 day ahead inc hosp","02",2022-08-22,2022-09-16,0.6,13,"quantile"
"26 day ahead inc hosp","02",2022-08-22,2022-09-17,0.6,13,"quantile"
"27 day ahead inc hosp","02",2022-08-22,2022-09-18,0.6,13,"quantile"
"28 day ahead inc hosp","02",2022-08-22,2022-09-19,0.6,13,"quantile"
"29 day ahead inc hosp","02",2022-08-22,2022-09-20,0.6,13,"quantile"
"30 day ahead inc hosp","02",2022-08-22,2022-09-21,0.6,13,"quantile"
"1 day ahead inc hosp","02",2022-08-22,2022-08-23,0.65,12,"quantile"
"2 day ahead inc hosp","02",2022-08-22,2022-08-24,0.65,12,"quantile"
"3 day ahead inc hosp","02",2022-08-22,2022-08-25,0.65,13,"quantile"
"4 day ahead inc hosp","02",2022-08-22,2022-08-26,0.65,13,"quantile"
"5 day ahead inc hosp","02",2022-08-22,2022-08-27,0.65,13,"quantile"
"6 day ahead inc hosp","02",2022-08-22,2022-08-28,0.65,13,"quantile"
"7 day ahead inc hosp","02",2022-08-22,2022-08-29,0.65,13,"quantile"
"8 day ahead inc hosp","02",2022-08-22,2022-08-30,0.65,13,"quantile"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.65,13,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.65,14,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.65,13,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.65,13,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.65,13,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.65,13,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.65,13,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.65,13,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.65,14,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.65,13,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.65,14,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.65,14,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.65,14,"quantile"
"22 day ahead inc hosp","02",2022-08-22,2022-09-13,0.65,14,"quantile"
"23 day ahead inc hosp","02",2022-08-22,2022-09-14,0.65,14,"quantile"
"24 day ahead inc hosp","02",2022-08-22,2022-09-15,0.65,14,"quantile"
"25 day ahead inc hosp","02",2022-08-22,2022-09-16,0.65,13,"quantile"
"26 day ahead inc hosp","02",2022-08-22,2022-09-17,0.65,14,"quantile"
"27 day ahead inc hosp","02",2022-08-22,2022-09-18,0.65,13,"quantile"
"28 day ahead inc hosp","02",2022-08-22,2022-09-19,0.65,13.3500000000001,"quantile"
"29 day ahead inc hosp","02",2022-08-22,2022-09-20,0.65,13,"quantile"
"30 day ahead inc hosp","02",2022-08-22,2022-09-21,0.65,13,"quantile"
"1 day ahead inc hosp","02",2022-08-22,2022-08-23,0.7,13,"quantile"
"2 day ahead inc hosp","02",2022-08-22,2022-08-24,0.7,13,"quantile"
"3 day ahead inc hosp","02",2022-08-22,2022-08-25,0.7,13,"quantile"
"4 day ahead inc hosp","02",2022-08-22,2022-08-26,0.7,14,"quantile"
"5 day ahead inc hosp","02",2022-08-22,2022-08-27,0.7,14,"quantile"
"6 day ahead inc hosp","02",2022-08-22,2022-08-28,0.7,14,"quantile"
"7 day ahead inc hosp","02",2022-08-22,2022-08-29,0.7,14,"quantile"
"8 day ahead inc hosp","02",2022-08-22,2022-08-30,0.7,14,"quantile"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.7,14,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.7,15,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.7,14,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.7,14,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.7,14,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.7,14,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.7,14,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.7,14,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.7,14,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.7,14,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.7,15,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.7,15,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.7,14,"quantile"
"22 day ahead inc hosp","02",2022-08-22,2022-09-13,0.7,15,"quantile"
"23 day ahead inc hosp","02",2022-08-22,2022-09-14,0.7,14,"quantile"
"24 day ahead inc hosp","02",2022-08-22,2022-09-15,0.7,15,"quantile"
"25 day ahead inc hosp","02",2022-08-22,2022-09-16,0.7,14,"quantile"
"26 day ahead inc hosp","02",2022-08-22,2022-09-17,0.7,15,"quantile"
"27 day ahead inc hosp","02",2022-08-22,2022-09-18,0.7,14,"quantile"
"28 day ahead inc hosp","02",2022-08-22,2022-09-19,0.7,14,"quantile"
"29 day ahead inc hosp","02",2022-08-22,2022-09-20,0.7,14,"quantile"
"30 day ahead inc hosp","02",2022-08-22,2022-09-21,0.7,14,"quantile"
"1 day ahead inc hosp","02",2022-08-22,2022-08-23,0.75,14,"quantile"
"2 day ahead inc hosp","02",2022-08-22,2022-08-24,0.75,14,"quantile"
"3 day ahead inc hosp","02",2022-08-22,2022-08-25,0.75,14,"quantile"
"4 day ahead inc hosp","02",2022-08-22,2022-08-26,0.75,15,"quantile"
"5 day ahead inc hosp","02",2022-08-22,2022-08-27,0.75,15,"quantile"
"6 day ahead inc hosp","02",2022-08-22,2022-08-28,0.75,14,"quantile"
"7 day ahead inc hosp","02",2022-08-22,2022-08-29,0.75,15,"quantile"
"8 day ahead inc hosp","02",2022-08-22,2022-08-30,0.75,15,"quantile"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.75,15,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.75,15,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.75,15,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.75,15,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.75,15,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.75,15,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.75,15,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.75,15,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.75,15,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.75,15,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.75,16,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.75,16,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.75,15,"quantile"
"22 day ahead inc hosp","02",2022-08-22,2022-09-13,0.75,16,"quantile"
"23 day ahead inc hosp","02",2022-08-22,2022-09-14,0.75,15,"quantile"
"24 day ahead inc hosp","02",2022-08-22,2022-09-15,0.75,16,"quantile"
"25 day ahead inc hosp","02",2022-08-22,2022-09-16,0.75,15,"quantile"
"26 day ahead inc hosp","02",2022-08-22,2022-09-17,0.75,15,"quantile"
"27 day ahead inc hosp","02",2022-08-22,2022-09-18,0.75,15,"quantile"
"28 day ahead inc hosp","02",2022-08-22,2022-09-19,0.75,15,"quantile"
"29 day ahead inc hosp","02",2022-08-22,2022-09-20,0.75,15,"quantile"
"30 day ahead inc hosp","02",2022-08-22,2022-09-21,0.75,16,"quantile"
"1 day ahead inc hosp","02",2022-08-22,2022-08-23,0.8,15,"quantile"
"2 day ahead inc hosp","02",2022-08-22,2022-08-24,0.8,15,"quantile"
"3 day ahead inc hosp","02",2022-08-22,2022-08-25,0.8,15,"quantile"
"4 day ahead inc hosp","02",2022-08-22,2022-08-26,0.8,16,"quantile"
"5 day ahead inc hosp","02",2022-08-22,2022-08-27,0.8,16,"quantile"
"6 day ahead inc hosp","02",2022-08-22,2022-08-28,0.8,16,"quantile"
"7 day ahead inc hosp","02",2022-08-22,2022-08-29,0.8,16,"quantile"
"8 day ahead inc hosp","02",2022-08-22,2022-08-30,0.8,16,"quantile"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.8,16,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.8,17,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.8,16,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.8,16,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.8,16,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.8,16,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.8,16,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.8,16,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.8,16,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.8,16,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.8,17,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.8,17,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.8,16,"quantile"
"22 day ahead inc hosp","02",2022-08-22,2022-09-13,0.8,17,"quantile"
"23 day ahead inc hosp","02",2022-08-22,2022-09-14,0.8,17,"quantile"
"24 day ahead inc hosp","02",2022-08-22,2022-09-15,0.8,17,"quantile"
"25 day ahead inc hosp","02",2022-08-22,2022-09-16,0.8,16,"quantile"
"26 day ahead inc hosp","02",2022-08-22,2022-09-17,0.8,17,"quantile"
"27 day ahead inc hosp","02",2022-08-22,2022-09-18,0.8,16,"quantile"
"28 day ahead inc hosp","02",2022-08-22,2022-09-19,0.8,17,"quantile"
"29 day ahead inc hosp","02",2022-08-22,2022-09-20,0.8,16,"quantile"
"30 day ahead inc hosp","02",2022-08-22,2022-09-21,0.8,17,"quantile"
"1 day ahead inc hosp","02",2022-08-22,2022-08-23,0.85,16,"quantile"
"2 day ahead inc hosp","02",2022-08-22,2022-08-24,0.85,16,"quantile"
"3 day ahead inc hosp","02",2022-08-22,2022-08-25,0.85,17,"quantile"
"4 day ahead inc hosp","02",2022-08-22,2022-08-26,0.85,17,"quantile"
"5 day ahead inc hosp","02",2022-08-22,2022-08-27,0.85,17,"quantile"
"6 day ahead inc hosp","02",2022-08-22,2022-08-28,0.85,17,"quantile"
"7 day ahead inc hosp","02",2022-08-22,2022-08-29,0.85,17,"quantile"
"8 day ahead inc hosp","02",2022-08-22,2022-08-30,0.85,17,"quantile"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.85,18,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.85,18,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.85,17,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.85,17,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.85,18,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.85,18,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.85,17,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.85,18,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.85,18,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.85,18,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.85,18,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.85,18,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.85,17,"quantile"
"22 day ahead inc hosp","02",2022-08-22,2022-09-13,0.85,18,"quantile"
"23 day ahead inc hosp","02",2022-08-22,2022-09-14,0.85,18,"quantile"
"24 day ahead inc hosp","02",2022-08-22,2022-09-15,0.85,18,"quantile"
"25 day ahead inc hosp","02",2022-08-22,2022-09-16,0.85,18,"quantile"
"26 day ahead inc hosp","02",2022-08-22,2022-09-17,0.85,18,"quantile"
"27 day ahead inc hosp","02",2022-08-22,2022-09-18,0.85,18,"quantile"
"28 day ahead inc hosp","02",2022-08-22,2022-09-19,0.85,18,"quantile"
"29 day ahead inc hosp","02",2022-08-22,2022-09-20,0.85,18,"quantile"
"30 day ahead inc hosp","02",2022-08-22,2022-09-21,0.85,19,"quantile"
"1 day ahead inc hosp","02",2022-08-22,2022-08-23,0.9,18,"quantile"
"2 day ahead inc hosp","02",2022-08-22,2022-08-24,0.9,18,"quantile"
"3 day ahead inc hosp","02",2022-08-22,2022-08-25,0.9,18,"quantile"
"4 day ahead inc hosp","02",2022-08-22,2022-08-26,0.9,19,"quantile"
"5 day ahead inc hosp","02",2022-08-22,2022-08-27,0.9,19,"quantile"
"6 day ahead inc hosp","02",2022-08-22,2022-08-28,0.9,19,"quantile"
"7 day ahead inc hosp","02",2022-08-22,2022-08-29,0.9,19,"quantile"
"8 day ahead inc hosp","02",2022-08-22,2022-08-30,0.9,19,"quantile"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.9,19,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.9,20,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.9,19,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.9,19,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.9,19,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.9,20,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.9,20,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.9,20,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.9,19,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.9,20,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.9,21,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.9,20,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.9,19,"quantile"
"22 day ahead inc hosp","02",2022-08-22,2022-09-13,0.9,20,"quantile"
"23 day ahead inc hosp","02",2022-08-22,2022-09-14,0.9,19,"quantile"
"24 day ahead inc hosp","02",2022-08-22,2022-09-15,0.9,20,"quantile"
"25 day ahead inc hosp","02",2022-08-22,2022-09-16,0.9,20,"quantile"
"26 day ahead inc hosp","02",2022-08-22,2022-09-17,0.9,21,"quantile"
"27 day ahead inc hosp","02",2022-08-22,2022-09-18,0.9,20,"quantile"
"28 day ahead inc hosp","02",2022-08-22,2022-09-19,0.9,20,"quantile"
"29 day ahead inc hosp","02",2022-08-22,2022-09-20,0.9,20,"quantile"
"30 day ahead inc hosp","02",2022-08-22,2022-09-21,0.9,20,"quantile"
"1 day ahead inc hosp","02",2022-08-22,2022-08-23,0.95,20,"quantile"
"2 day ahead inc hosp","02",2022-08-22,2022-08-24,0.95,20,"quantile"
"3 day ahead inc hosp","02",2022-08-22,2022-08-25,0.95,22,"quantile"
"4 day ahead inc hosp","02",2022-08-22,2022-08-26,0.95,21,"quantile"
"5 day ahead inc hosp","02",2022-08-22,2022-08-27,0.95,21,"quantile"
"6 day ahead inc hosp","02",2022-08-22,2022-08-28,0.95,22,"quantile"
"7 day ahead inc hosp","02",2022-08-22,2022-08-29,0.95,22,"quantile"
"8 day ahead inc hosp","02",2022-08-22,2022-08-30,0.95,22,"quantile"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.95,22,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.95,22,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.95,22,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.95,21,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.95,22,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.95,23,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.95,22.05,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.95,22,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.95,22,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.95,24,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.95,24,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.95,23,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.95,23,"quantile"
"22 day ahead inc hosp","02",2022-08-22,2022-09-13,0.95,23,"quantile"
"23 day ahead inc hosp","02",2022-08-22,2022-09-14,0.95,23,"quantile"
"24 day ahead inc hosp","02",2022-08-22,2022-09-15,0.95,23,"quantile"
"25 day ahead inc hosp","02",2022-08-22,2022-09-16,0.95,23,"quantile"
"26 day ahead inc hosp","02",2022-08-22,2022-09-17,0.95,24,"quantile"
"27 day ahead inc hosp","02",2022-08-22,2022-09-18,0.95,24,"quantile"
"28 day ahead inc hosp","02",2022-08-22,2022-09-19,0.95,23,"quantile"
"29 day ahead inc hosp","02",2022-08-22,2022-09-20,0.95,23,"quantile"
"30 day ahead inc hosp","02",2022-08-22,2022-09-21,0.95,23,"quantile"
"1 day ahead inc hosp","02",2022-08-22,2022-08-23,0.975,23,"quantile"
"2 day ahead inc hosp","02",2022-08-22,2022-08-24,0.975,23,"quantile"
"3 day ahead inc hosp","02",2022-08-22,2022-08-25,0.975,24,"quantile"
"4 day ahead inc hosp","02",2022-08-22,2022-08-26,0.975,25,"quantile"
"5 day ahead inc hosp","02",2022-08-22,2022-08-27,0.975,23.0249999999999,"quantile"
"6 day ahead inc hosp","02",2022-08-22,2022-08-28,0.975,25,"quantile"
"7 day ahead inc hosp","02",2022-08-22,2022-08-29,0.975,24,"quantile"
"8 day ahead inc hosp","02",2022-08-22,2022-08-30,0.975,24,"quantile"
"9 day ahead inc hosp","02",2022-08-22,2022-08-31,0.975,25,"quantile"
"10 day ahead inc hosp","02",2022-08-22,2022-09-01,0.975,25,"quantile"
"11 day ahead inc hosp","02",2022-08-22,2022-09-02,0.975,25,"quantile"
"12 day ahead inc hosp","02",2022-08-22,2022-09-03,0.975,24,"quantile"
"13 day ahead inc hosp","02",2022-08-22,2022-09-04,0.975,26,"quantile"
"14 day ahead inc hosp","02",2022-08-22,2022-09-05,0.975,26,"quantile"
"15 day ahead inc hosp","02",2022-08-22,2022-09-06,0.975,25,"quantile"
"16 day ahead inc hosp","02",2022-08-22,2022-09-07,0.975,25,"quantile"
"17 day ahead inc hosp","02",2022-08-22,2022-09-08,0.975,25,"quantile"
"18 day ahead inc hosp","02",2022-08-22,2022-09-09,0.975,27,"quantile"
"19 day ahead inc hosp","02",2022-08-22,2022-09-10,0.975,27,"quantile"
"20 day ahead inc hosp","02",2022-08-22,2022-09-11,0.975,26,"quantile"
"21 day ahead inc hosp","02",2022-08-22,2022-09-12,0.975,25,"quantile"
